,Unnamed: 0,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean
250,250,1.3303197486604165e+18,"Why is Joe Biden so quickly forming a Cabinet when my investigators have found hundreds of thousands of fraudulent votes, enough to “flip” at least four States, which in turn is more than enough to win the Election? Hopefully the Courts and/or Legislatures will have....",False,False,311654,62455,2020-11-22,"why is joe biden so quickly forming a cabinet when my investigators have found hundreds of thousands of fraudulent votes, enough to “flip” at least four states, which in turn is more than enough to win the election? hopefully the courts and/or legislatures will have...."
252,252,1.328866797681062e+18,"“Second Georgia County Finds Thousands More Votes, Majority Are For Trump” https://t.co/9OxCU2faBF",False,False,196305,39939,2020-11-18,"“second georgia county finds thousands more votes, majority are for trump”"
263,263,1.3288834058372588e+18,Wow! Michigan just refused to certify the election results! Having courage is a beautiful thing. The USA stands proud!,False,False,512020,82464,2020-11-18,wow! michigan just refused to certify the election results! having courage is a beautiful thing. the usa stands proud!
264,264,1.3303235891706634e+18,"This is not at all frivolous. It is brought on behalf of one of the most respected members of the United States Congress who is disgusted, like so many others, by an Election that is a fraudulent mess. Fake ballots, dead people voting, no Republican Poll Watchers allowed, & more! https://t.co/mOGdSOeZW8",False,False,119951,28675,2020-11-22,"this is not at all frivolous. it is brought on behalf of one of the most respected members of the united states congress who is disgusted, like so many others, by an election that is a fraudulent mess. fake ballots, dead people voting, no republican poll watchers allowed, & more!"
278,278,1.333207778643628e+18,"We have some big things happening in our various litigations on the Election Hoax. Everybody knows it was Rigged. They know Biden didn’t get more votes from the Black community than Obama, & certainly didn’t get 80,000,000 votes. Look what happened in Detroit, Philadelphia, plus!",False,False,277880,61001,2020-11-30,"we have some big things happening in our various litigations on the election hoax. everybody knows it was rigged. they know biden didn’t get more votes from the black community than obama, & certainly didn’t get 80,000,000 votes. look what happened in detroit, philadelphia, plus!"
281,281,1.330325425667629e+18,"Well, there were hundreds of thousands of votes cast where Republican Poll Watchers were not allowed to “watch”, not even allowed in the counting rooms. Likewise with Fake ballots cast and dead people voting! https://t.co/dqHIhObMLs",False,False,104414,24538,2020-11-22,"well, there were hundreds of thousands of votes cast where republican poll watchers were not allowed to “watch”, not even allowed in the counting rooms. likewise with fake ballots cast and dead people voting!"
290,290,1.326740844427305e+18,It attempted to alter our election and got caught? https://t.co/J8mcH4SpxG,False,False,248438,57492,2020-11-12,it attempted to alter our election and got caught?
291,291,1.3332154660227277e+18,".@60Minutes never asked us for a comment about their ridiculous, one sided story on election security, which is an international joke. Our 2020 Election, from poorly rated Dominion to a Country FLOODED with unaccounted for Mail-In ballots, was probably our least secure EVER!",False,False,189842,42808,2020-11-30,". never asked us for a comment about their ridiculous, one sided story on election security, which is an international joke. our 2020 election, from poorly rated dominion to a country flooded with unaccounted for mail-in ballots, was probably our least secure ever!"
293,293,1.3332178737586545e+18,Get well soon! https://t.co/B0seiO84ld,False,False,184889,24297,2020-11-30,get well soon!
294,294,1.3303276201484657e+18,"Sorry Liz, can’t accept the results of an election with hundreds of thousands of fraudulent votes cast, enough to easily flip the Election. You’re just unhappy that I’m bringing the troops back home where they belong! https://t.co/elZ9X3wrAz",False,False,169148,38019,2020-11-22,"sorry liz, can’t accept the results of an election with hundreds of thousands of fraudulent votes cast, enough to easily flip the election. you’re just unhappy that i’m bringing the troops back home where they belong!"
296,296,1.3332206616705802e+18,GREAT NEWS! Is Fake News @60Minutes watching this? https://t.co/v9T2MUmGss,False,False,125069,25543,2020-11-30,great news! is fake news watching this?
298,298,1.333243285389914e+18,"“Democrats suffered crushing down-ballot loss across America.” @nytimes. This is true. All statehouses won, and in Washington we did great. So I led this great charge, and I’m the only one that lost? No, it doesn’t work that way. This was a massive fraud, a RIGGED ELECTION!",False,False,268984,60703,2020-11-30,"“democrats suffered crushing down-ballot loss across america.” . this is true. all statehouses won, and in washington we did great. so i led this great charge, and i’m the only one that lost? no, it doesn’t work that way. this was a massive fraud, a rigged election!"
300,300,1.330361495897731e+18,....WILL APPEAL!!!,False,False,37915,6248,2020-11-22,....will appeal!!!
301,301,1.330361494710661e+18,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is an appointment of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes! https://t.co/17rk2KsUPs",False,False,39385,9458,2020-11-22,"thanks mark. it’s all a continuation of the never ending witch hunt. judge brann, who would not even allow us to present our case or evidence, is an appointment of senator pat “no tariffs” toomey of pennsylvania, no friend of mine, & obama - no wonder. 900,000 fraudulent votes!"
304,304,1.330364307335426e+18,"They never thought a Vaccine could be done so soon but don’t worry, they will try to give the credit to Biden! https://t.co/zp7vZET8R4",False,False,99960,17143,2020-11-22,"they never thought a vaccine could be done so soon but don’t worry, they will try to give the credit to biden!"
306,306,1.3332445068719186e+18,"Pennsylvania can lead the way, just like it did many years ago. Very important things happening! https://t.co/uzG29zpBAk",False,False,164041,40178,2020-11-30,"pennsylvania can lead the way, just like it did many years ago. very important things happening!"
309,309,1.3303663473652572e+18,True! https://t.co/tlb3zylLqX,False,False,81262,14745,2020-11-22,true!
311,311,1.333245684011643e+18,NO WAY WE LOST THIS ELECTION! https://t.co/orOXBaR8uE,False,False,303842,61699,2020-11-30,no way we lost this election!
312,312,1.3303682069686436e+18,"“Dominion-izing the Vote”
Part Two via @OANN @ChanelRion 
https://t.co/HFvrnViseu",False,False,73209,21095,2020-11-22,“dominion-izing the vote” part two via
313,313,1.3303679886215946e+18,"“Dominion-izing the Vote”
Part One via @OANN @ChanelRion 
https://t.co/7OtrKfoj6q",False,False,136743,41797,2020-11-22,“dominion-izing the vote” part one via
314,314,1.3334058542976328e+18,"I’m not fighting for me, I’m fighting for the 74,000,000 million people (not including the many Trump ballots that were “tossed”), a record for a sitting President, who voted for me!",False,False,496088,84459,2020-11-30,"i’m not fighting for me, i’m fighting for the 74,000,000 million people (not including the many trump ballots that were “tossed”), a record for a sitting president, who voted for me!"
315,315,1.3303684485521695e+18,"“Dominion-izing the Vote”
Part Three via @OANN @ChanelRion https://t.co/5En1SjPIol",False,False,70478,20578,2020-11-22,“dominion-izing the vote” part three via
317,317,1.333410419554345e+18,"....Also, quickly check the number of envelopes versus the number of ballots. You may just find that there are many more ballots than there are envelopes. So simple, and so easy to do. Georgia Republicans are angry, all Republicans are angry. Get it done!",False,False,122980,27436,2020-11-30,"....also, quickly check the number of envelopes versus the number of ballots. you may just find that there are many more ballots than there are envelopes. so simple, and so easy to do. georgia republicans are angry, all republicans are angry. get it done!"
318,318,1.3334104181198643e+18,"Why won’t Governor @BrianKempGA, the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state....",False,False,194596,46674,2020-11-30,"why won’t governor , the hapless governor of georgia, use his emergency powers, which can be easily done, to overrule his obstinate secretary of state, and do a match of signatures on envelopes. it will be a “goldmine” of fraud, and we will easily win the state...."
319,319,1.3303742635813683e+18,....WILL APPEAL!,False,False,136478,19184,2020-11-22,....will appeal!
320,320,1.330374020613759e+18,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is a product of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes! https://t.co/17rk2KsUPs",False,False,144982,30473,2020-11-22,"thanks mark. it’s all a continuation of the never ending witch hunt. judge brann, who would not even allow us to present our case or evidence, is a product of senator pat “no tariffs” toomey of pennsylvania, no friend of mine, & obama - no wonder. 900,000 fraudulent votes!"
322,322,1.3268758636573614e+18,"It took long enough! What is taking North Carolina so long? Are they looking for more ballots to fix that one also? Now with a recount, we will win Georgia also. Pennsylvania & Michigan wouldn’t let our Poll Watchers & Observers into counting rooms. Illegal! https://t.co/TVTVv4s5Lx",False,False,170948,37345,2020-11-12,"it took long enough! what is taking north carolina so long? are they looking for more ballots to fix that one also? now with a recount, we will win georgia also. pennsylvania & michigan wouldn’t let our poll watchers & observers into counting rooms. illegal!"
323,323,1.329093126238204e+18,"The Great State of Michigan, with votes being far greater than the number of people who voted, cannot certify the election. The Democrats cheated big time, and got caught. A Republican WIN!",False,False,314550,64121,2020-11-18,"the great state of michigan, with votes being far greater than the number of people who voted, cannot certify the election. the democrats cheated big time, and got caught. a republican win!"
324,324,1.3290872551687086e+18,"In Detroit, there are FAR MORE VOTES THAN PEOPLE. Nothing can be done to cure that giant scam. I win Michigan!",False,False,360087,69145,2020-11-18,"in detroit, there are far more votes than people. nothing can be done to cure that giant scam. i win michigan!"
326,326,1.3291508976419512e+18,"Thank you @DarrellIssa, so nice! 
https://t.co/FlUfzV7pSQ",False,False,149134,29532,2020-11-18,"thank you , so nice!"
327,327,1.3292335021397156e+18,"Look at this in Wisconsin! A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM, when they learned he was losing badly. This is unbelievable! https://t.co/nhiLMmyHBn",False,False,369662,118380,2020-11-19,"look at this in wisconsin! a day after the election, biden receives a dump of 143,379 votes at 3:42am, when they learned he was losing badly. this is unbelievable!"
328,328,1.329298668403499e+18,"""Dominion-izing the Vote"" https://t.co/ZOFsgDXsuH",False,False,187491,48992,2020-11-19,"""dominion-izing the vote"""
329,329,1.3334221922610135e+18,Moderna now applying for Emergency Vaccine Approval.. @US_FDA MUST ACT QUICKLY!!!  “Operation Warp Speed has been a great modern day miracle.”,False,False,164659,25780,2020-11-30,moderna now applying for emergency vaccine approval..  fda must act quickly!!! “operation warp speed has been a great modern day miracle.”
330,330,1.329401626763944e+18,"...And with these numbers, by far the highest for a sitting President, there was no way the Dems could have won, except through what we are learning now - A Rigged Election! https://t.co/9coP3R44UQ",False,False,145524,34172,2020-11-19,"...and with these numbers, by far the highest for a sitting president, there was no way the dems could have won, except through what we are learning now - a rigged election!"
331,331,1.3268761901965844e+18,Big Jim is the greatest! https://t.co/jEomyIEC47,False,False,199639,33830,2020-11-12,big jim is the greatest!
333,333,1.333458950038106e+18,Trump legal team in Arizona and on @OANN now. Big “stuff”. Enjoy!,False,False,224550,35740,2020-11-30,trump legal team in arizona and on now. big “stuff”. enjoy!
334,334,1.3294207415536435e+18,"Thousands of uncounted votes discovered in Georgia counties. When the much more important signature match takes place, the State will flip Republican, and very quickly. Get it done! @BrianKempGA",False,False,249371,50603,2020-11-19,"thousands of uncounted votes discovered in georgia counties. when the much more important signature match takes place, the state will flip republican, and very quickly. get it done!"
335,335,1.3294020129670636e+18,Great job on @foxandfriends today Giancarlo! https://t.co/0IpVcL1gF1,False,False,83697,17261,2020-11-19,great job on today giancarlo!
336,336,1.3293989915540152e+18,"It was my great honor to help, a tremendous achievement! https://t.co/GPduhlZ3FS",False,False,120929,22737,2020-11-19,"it was my great honor to help, a tremendous achievement!"
338,338,1.3268774808342405e+18,"From 200,000 votes to less than 10,000 votes. If we can audit the total votes cast, we will easily win Arizona also! https://t.co/3eZHjdZL98",False,False,205599,45070,2020-11-12,"from 200,000 votes to less than 10,000 votes. if we can audit the total votes cast, we will easily win arizona also!"
339,339,1.3334644537787064e+18,".@OANN  WOW, total election corruption in Arizona. Hearing on now! Why isn’t @FoxNews covering the Arizona hearings?",False,False,250145,54745,2020-11-30,". wow, total election corruption in arizona. hearing on now! why isn’t covering the arizona hearings?"
340,340,1.3304841248769434e+18,...And neither am I! https://t.co/2DuqDyRs2K,False,False,191090,31358,2020-11-22,...and neither am i!
341,341,1.3268849567491277e+18,"“OK, I’ve seen enough. What’s going to happen to these guys (McCabe, Comey & the gang of treasonous thugs)? @SenJohnKennedy @MariaBartiromo @TheJusticeDept They, and many others, got caught. DO SOMETHING!!!",False,False,318712,70131,2020-11-12,"“ok, i’ve seen enough. what’s going to happen to these guys (mccabe, comey & the gang of treasonous thugs)? they, and many others, got caught. do something!!!"
342,342,1.326894138516775e+18,"Now 73,000,000 Votes! https://t.co/VSNfdzoFkK",False,False,236451,48391,2020-11-12,"now 73,000,000 votes!"
343,343,1.3269056284140626e+18,"Thank you Scott, and stay tuned. You are terrific! https://t.co/3jhmFqlazE",False,False,231301,37831,2020-11-12,"thank you scott, and stay tuned. you are terrific!"
344,344,1.3335562429844316e+18,"Why is he rushing to put a Democrat in office, especially when so many horrible things concerning voter fraud are being revealed at the hearing going on right now. @OANN What is going on with @dougducey? Republicans will long remember! https://t.co/XILGaHcyw7",False,False,93921,25675,2020-11-30,"why is he rushing to put a democrat in office, especially when so many horrible things concerning voter fraud are being revealed at the hearing going on right now. what is going on with ? republicans will long remember!"
345,345,1.326906607154901e+18,Rigged Election! Thanks Ryan. https://t.co/1ObzekxH8e,False,False,170016,35748,2020-11-12,rigged election! thanks ryan.
346,346,1.3335564585758188e+18,TRUE! https://t.co/GaldE1fto5,False,False,136961,27590,2020-11-30,true!
347,347,1.330487246236029e+18,It’s all about the signatures on the envelopes. Why are the Democrats fighting so hard to hide them. We will find massive numbers of fraudulent ballots. The signatures won’t match. Fight hard Republicans. Don’t let them destroy the evidence! https://t.co/qN2jHGeWEN,False,False,155833,38419,2020-11-22,it’s all about the signatures on the envelopes. why are the democrats fighting so hard to hide them. we will find massive numbers of fraudulent ballots. the signatures won’t match. fight hard republicans. don’t let them destroy the evidence!
348,348,1.3304876244029358e+18,Thank you! https://t.co/xe4WZt1wNe,False,False,128431,26105,2020-11-22,thank you!
349,349,1.3269069991210803e+18,So beautiful! https://t.co/TXynI8Q0pG,False,False,201272,30176,2020-11-12,so beautiful!
350,350,1.3304879755290952e+18,SO TRUE! https://t.co/QmLcwWP9TM,False,False,140120,30897,2020-11-22,so true!
351,351,1.333558147513e+18,...And there are many such articles. Rigged Election! https://t.co/P8scMauhcI,False,False,91750,22108,2020-11-30,...and there are many such articles. rigged election!
353,353,1.3335587731521618e+18,Arizona hearings on live right now on @OANN. Such total corruption. So sad for our country!,False,False,225635,39427,2020-11-30,arizona hearings on live right now on . such total corruption. so sad for our country!
355,355,1.3269088869647278e+18,100% Correct! https://t.co/ahL2UglMXF,False,False,237039,54048,2020-11-12,100% correct!
356,356,1.3304996560030392e+18,"Just arrived at Virtual G20. Was here yesterday also (early), but some of the Fake News Media failed to report it accurately - as usual. My speech is available (they said I didn’t make a speech).",False,False,328214,66354,2020-11-22,"just arrived at virtual g20. was here yesterday also (early), but some of the fake news media failed to report it accurately - as usual. my speech is available (they said i didn’t make a speech)."
357,357,1.330555645213483e+18,"Other than politics, how do you lose a case where large numbers of voters, far more than you need to flip Pennsylvania, are disenfranchised? Vote Observers thrown out of counting rooms. People going to vote finding out they have already voted through a fake ballot - go home!",False,False,271250,55418,2020-11-22,"other than politics, how do you lose a case where large numbers of voters, far more than you need to flip pennsylvania, are disenfranchised? vote observers thrown out of counting rooms. people going to vote finding out they have already voted through a fake ballot - go home!"
358,358,1.3336102603811758e+18,Donald Trump Calls In to Arizona Voter Fraud Hearing: We‘re Fighting Back https://t.co/pzDS6YnwSf via @BreitbartNews. A very inspiring hearing. Such great support from both witnesses to election fraud and political leaders!,False,False,118000,23951,2020-12-01,donald trump calls in to arizona voter fraud hearing: we‘re fighting back via . a very inspiring hearing. such great support from both witnesses to election fraud and political leaders!
360,360,1.3305565135896207e+18,"Report: Maryland Gov. Larry Hogan, Anti-Trump Hero, Paid for Flawed Coronavirus Tests from South Korea https://t.co/PHV7euutVb via @BreitbartNews. This RINO will never make the grade. Hogan is just as bad as the flawed tests he paid big money for!",False,False,137740,38156,2020-11-22,"report: maryland gov. larry hogan, anti-trump hero, paid for flawed coronavirus tests from south korea via . this rino will never make the grade. hogan is just as bad as the flawed tests he paid big money for!"
361,361,1.3306005421591675e+18,.@Larry_Kudlow note to @EamonJavers @CNBC.... https://t.co/5GaxLp2piq https://t.co/BVNf1KmA2A,False,False,113744,29654,2020-11-22,. kudlow note to ....
362,362,1.333614815533818e+18,Thank you! A lot of Senators and House Members are very happy that I came along. Think I’ll stick around for awhile! https://t.co/stOYWuAJ13,False,False,197844,35832,2020-12-01,thank you! a lot of senators and house members are very happy that i came along. think i’ll stick around for awhile!
364,364,1.3336151519043953e+18,Not statistically possible. Rigged Election! https://t.co/Yw8roUTJhy,False,False,112396,24229,2020-12-01,not statistically possible. rigged election!
365,365,1.33361618015479e+18,Only in America! https://t.co/s0sS1eYXJy,False,False,115693,23491,2020-12-01,only in america!
366,366,1.3307322890185032e+18,"In certain swing states, there were more votes than people who voted, and in big numbers. Does that not really matter? Stopping Poll Watchers, voting for unsuspecting people, fake ballots and so much more. Such egregious conduct. We will win!",False,False,380670,72946,2020-11-23,"in certain swing states, there were more votes than people who voted, and in big numbers. does that not really matter? stopping poll watchers, voting for unsuspecting people, fake ballots and so much more. such egregious conduct. we will win!"
368,368,1.3307371417946767e+18,"Data: Trump‘s Anti-Globalism, Pro-Police Message Wins Over Hispanics https://t.co/syiQ2cwuwU via @BreitbartNews Great, but we also won the election!",False,False,173989,35731,2020-11-23,"data: trump‘s anti-globalism, pro-police message wins over hispanics via great, but we also won the election!"
369,369,1.331013908971262e+18,"...fight, and I believe we will prevail! Nevertheless, in the best interest of our Country, I am recommending that Emily and her team do what needs to be done with regard to initial protocols, and have told my team to do the same.",False,False,239911,35172,2020-11-23,"...fight, and i believe we will prevail! nevertheless, in the best interest of our country, i am recommending that emily and her team do what needs to be done with regard to initial protocols, and have told my team to do the same."
370,370,1.331013907859845e+18,"I want to thank Emily Murphy at GSA for her steadfast dedication and loyalty to our Country. She has been harassed, threatened, and abused – and I do not want to see this happen to her, her family, or employees of GSA. Our case STRONGLY continues, we will keep up the good...",False,False,307408,53705,2020-11-23,"i want to thank emily murphy at gsa for her steadfast dedication and loyalty to our country. she has been harassed, threatened, and abused – and i do not want to see this happen to her, her family, or employees of gsa. our case strongly continues, we will keep up the good..."
372,372,1.331086969183621e+18,What does GSA being allowed to preliminarily work with the Dems have to do with continuing to pursue our various cases on what will go down as the most corrupt election in American political history? We are moving full speed ahead. Will never concede to fake ballots & “Dominion”.,False,False,344794,75668,2020-11-24,what does gsa being allowed to preliminarily work with the dems have to do with continuing to pursue our various cases on what will go down as the most corrupt election in american political history? we are moving full speed ahead. will never concede to fake ballots & “dominion”.
373,373,1.326920264203047e+18,".@FoxNews daytime ratings have completely collapsed. Weekend daytime even WORSE. Very sad to watch this happen, but they forgot what made them successful, what got them there. They forgot the Golden Goose. The biggest difference between the 2016 Election, and 2020, was @FoxNews!",False,False,347858,66874,2020-11-12,". daytime ratings have completely collapsed. weekend daytime even worse. very sad to watch this happen, but they forgot what made them successful, what got them there. they forgot the golden goose. the biggest difference between the 2016 election, and 2020, was !"
374,374,1.3312142479557386e+18,"Poll: 79 Percent of Trump Voters Believe ‘Election Was Stolen‘ https://t.co/PmMBmt05AI via @BreitbartNews They are 100% correct, but we are fighting hard. Our big lawsuit, which spells out in great detail all of the ballot fraud and more, will soon be filled. RIGGED ELECTION!",False,False,184222,44923,2020-11-24,"poll: 79 percent of trump voters believe ‘election was stolen‘ via they are 100% correct, but we are fighting hard. our big lawsuit, which spells out in great detail all of the ballot fraud and more, will soon be filled. rigged election!"
375,375,1.3269262268885445e+18,"“REPORT: DOMINION DELETED 2.7 MILLION TRUMP VOTES NATIONWIDE. DATA ANALYSIS FINDS 221,000 PENNSYLVANIA VOTES SWITCHED FROM PRESIDENT TRUMP TO BIDEN. 941,000 TRUMP VOTES DELETED. STATES USING DOMINION VOTING SYSTEMS SWITCHED 435,000 VOTES FROM TRUMP TO BIDEN.” @ChanelRion @OANN",False,False,619698,185745,2020-11-12,"“report: dominion deleted 2.7 million trump votes nationwide. data analysis finds 221,000 pennsylvania votes switched from president trump to biden. 941,000 trump votes deleted. states using dominion voting systems switched 435,000 votes from trump to biden.”"
377,377,1.3336378652559237e+18,A judge in Nevada has ordered Clark County officials to allow an inspection of the elections equipment and sealed containers used in the 2020 election by 1:00 P.M. tomorrow. @RichardGrenell @AdamLaxalt @mschlapp,False,False,244040,53160,2020-12-01,a judge in nevada has ordered clark county officials to allow an inspection of the elections equipment and sealed containers used in the 2020 election by 1:00 p.m. tomorrow.
379,379,1.3270953987129467e+18,"Must see @seanhannity takedown of the horrible, inaccurate and anything but secure Dominion Voting System which is used in States where tens of thousands of votes were stolen from us and given to Biden. Likewise, the Great @LouDobbs has a confirming and powerful piece!",False,False,319244,65693,2020-11-13,"must see takedown of the horrible, inaccurate and anything but secure dominion voting system which is used in states where tens of thousands of votes were stolen from us and given to biden. likewise, the great has a confirming and powerful piece!"
380,380,1.3312185348909588e+18,No! https://t.co/2T2Oqsfs4E,False,False,167971,31162,2020-11-24,no!
381,381,1.3337699004274565e+18,Disgraceful! https://t.co/t0epa2ItFm,False,False,103975,34519,2020-12-01,disgraceful!
382,382,1.3271033351959388e+18,"These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot! https://t.co/ywiw6sPicI https://t.co/C1g9LZpMah",False,False,190167,49317,2020-11-13,"these states in question should immediately be put in the trump win column. biden did not win, he lost by a lot!"
383,383,1.331219093563781e+18,"Thank you Randy, working hard to clean up the stench of the 2020 Election Hoax! https://t.co/I1hgtxe486",False,False,154989,32834,2020-11-24,"thank you randy, working hard to clean up the stench of the 2020 election hoax!"
384,384,1.3272786710785802e+18,Fitton: 2020 Election Update https://t.co/rLgZ6xWGDE via @BreitbartNews,False,False,92910,23487,2020-11-13,fitton: 2020 election update via
385,385,1.331219312112251e+18,Are you listening Republicans? https://t.co/N5heB6gvwb,False,False,205448,46530,2020-11-24,are you listening republicans?
386,386,1.333771177005867e+18,"Fake election results in Nevada, also! https://t.co/l8MDOSlqQ7",False,False,96670,26456,2020-12-01,"fake election results in nevada, also!"
387,387,1.3272789260250767e+18,Alito: ‘Religious Liberty Is in Danger of Becoming a Second-Class Right‘ https://t.co/hJZJHb36PB via @BreitbartNews,False,False,117117,31292,2020-11-13,alito: ‘religious liberty is in danger of becoming a second-class right‘ via
388,388,1.3337719232144916e+18,Impossible result! https://t.co/QDaxamGs3p,False,False,114512,30911,2020-12-01,impossible result!
389,389,1.3272799293194322e+18,"For years the Dems have been preaching how unsafe and rigged our elections have been. Now they are saying what a wonderful job the Trump Administration did in making 2020 the most secure election ever. Actually this is true, except for what the Democrats did. Rigged Election!",False,False,352073,68366,2020-11-13,"for years the dems have been preaching how unsafe and rigged our elections have been. now they are saying what a wonderful job the trump administration did in making 2020 the most secure election ever. actually this is true, except for what the democrats did. rigged election!"
390,390,1.3312254043513733e+18,"“In Wisconsin, somebody has to be indefinitely confined in order to vote absentee. In the past there were 20,000 people. This past election there were 120,000...and Republicans were locked out of the vote counting process.” @VicToensing @newsmax",False,False,195898,50083,2020-11-24,"“in wisconsin, somebody has to be indefinitely confined in order to vote absentee. in the past there were 20,000 people. this past election there were 120,000...and republicans were locked out of the vote counting process.”"
391,391,1.333772740483027e+18,We won Michigan by a lot! https://t.co/D6inAewQxP,False,False,174254,38780,2020-12-01,we won michigan by a lot!
392,392,1.3273192940578488e+18,"Heartwarming to see all of the tremendous support out there, especially the organic Rallies that are springing up all over the Country, including a big one on Saturday in D.C. I may even try to stop by and say hello. This Election was Rigged, from Dominion all the way up & down!",False,False,406299,81084,2020-11-13,"heartwarming to see all of the tremendous support out there, especially the organic rallies that are springing up all over the country, including a big one on saturday in d.c. i may even try to stop by and say hello. this election was rigged, from dominion all the way up & down!"
393,393,1.331228373666902e+18,That says it all about Mattis. Obama fired him. I should have fired him sooner. Did best work after he was gone. World’s most overrated general! https://t.co/2i4jPWAAPA,False,False,141010,29953,2020-11-24,that says it all about mattis. obama fired him. i should have fired him sooner. did best work after he was gone. world’s most overrated general!
394,394,1.3337737623748076e+18,Do something @BrianKempGA. You allowed your state to be scammed. We must check signatures and count signed envelopes against ballots. Then call off election. It won’t be needed. We will all WIN! https://t.co/UiJrlyBGiK,False,False,105408,28771,2020-12-01,do something . you allowed your state to be scammed. we must check signatures and count signed envelopes against ballots. then call off election. it won’t be needed. we will all win!
395,395,1.3273500699479368e+18,Now it is learned that the horrendous Dominion Voting System was used in Arizona (and big in Nevada). No wonder the result was a very close loss!,False,False,316460,65097,2020-11-13,now it is learned that the horrendous dominion voting system was used in arizona (and big in nevada). no wonder the result was a very close loss!
396,396,1.33377762622217e+18,"“The president was RIGHT when he said get the kids back in school—Now Dr. Fauci says, 'You know what, I'm looking at the data—the kids should be in school.'"" @kilmeade 
https://t.co/2FtrIcqO1B",False,False,93044,22577,2020-12-01,"“the president was right when he said get the kids back in school—now dr. fauci says, 'you know what, i'm looking at the data—the kids should be in school.'"""
397,397,1.3273574774286008e+18,Will be having a press conference from the Rose Garden in 15 minutes.,False,False,280934,31080,2020-11-13,will be having a press conference from the rose garden in 15 minutes.
398,398,1.331247567041081e+18,"Remember, the GSA has been terrific, and Emily Murphy has done a great job, but the GSA does not determine who the next President of the United States will be.",False,False,314789,57498,2020-11-24,"remember, the gsa has been terrific, and emily murphy has done a great job, but the gsa does not determine who the next president of the united states will be."
400,400,1.33132853039172e+18,"On behalf of the entire Trump Family, I want to wish every American a Healthy and Happy Thanksgiving! Today we gathered in the Rose Garden to continue a beloved annual tradition: the Official Presidential Pardon of a very fortunate Thanksgiving Turkey.... https://t.co/O92pWUKrBv",False,False,238586,38238,2020-11-24,"on behalf of the entire trump family, i want to wish every american a healthy and happy thanksgiving! today we gathered in the rose garden to continue a beloved annual tradition: the official presidential pardon of a very fortunate thanksgiving turkey...."
401,401,1.331353634039341e+18,AMERICA FIRST!!!,False,False,549178,74942,2020-11-24,america first!!!
403,403,1.3273905488445563e+18,“VICTOR JOECKS: Clark County election officials accepted my signature — on 8 ballot envelopes” https://t.co/T6vTcb4k6k,False,False,116886,35545,2020-11-13,“victor joecks: clark county election officials accepted my signature — on 8 ballot envelopes”
405,405,1.3313938140288205e+18,...This could also be very helpful to @SenDavidPerdue and @SenatorLoeffler. Why is he afraid of Stacey Abrams? We don’t need the ballots — we only need the signed envelopes!,False,False,121567,24246,2020-11-25,...this could also be very helpful to and . why is he afraid of stacey abrams? we don’t need the ballots — we only need the signed envelopes!
407,407,1.333856259662078e+18,Hope everybody is watching @OANN right now. Other media afraid to show. People are coming forward like never before. Large truck carrying hundreds of thousands of fraudulent (FAKE) ballots to a voting center? TERRIBLE - SAVE AMERICA!,False,False,207415,51028,2020-12-01,hope everybody is watching right now. other media afraid to show. people are coming forward like never before. large truck carrying hundreds of thousands of fraudulent (fake) ballots to a voting center? terrible - save america!
408,408,1.331393812728574e+18,"Why isn’t the @GASecofState Brad Raffensperger, a so-called Republican, allowing us to look at signatures on envelopes for verification? We will find tens of thousands of fraudulent and illegal votes...",False,False,179682,43561,2020-11-25,"why isn’t the brad raffensperger, a so-called republican, allowing us to look at signatures on envelopes for verification? we will find tens of thousands of fraudulent and illegal votes..."
411,411,1.3314009864815862e+18,Great job @DrPaulGosar. Thanks!,False,False,169482,20228,2020-11-25,great job . thanks!
412,412,1.3338570492943442e+18,Michigan voter fraud hearing going on now!,False,False,282968,37772,2020-12-01,michigan voter fraud hearing going on now!
413,413,1.3274079644042609e+18,"700,000 ballots were not allowed to be viewed in Philadelphia and Pittsburgh which means, based on our great Constitution, we win the State of Pennsylvania!",False,False,416181,82395,2020-11-14,"700,000 ballots were not allowed to be viewed in philadelphia and pittsburgh which means, based on our great constitution, we win the state of pennsylvania!"
414,414,1.3338586051798098e+18,"LIVE NOW! Press Conference by Amistad Project: “Election Whistleblowers Come Forward”
https://t.co/Yjh1GsxGvS",False,False,111035,26807,2020-12-01,live now! press conference by amistad project: “election whistleblowers come forward”
