,Unnamed: 0,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean
150,150,1.3263489765311365e+18,I Was In Philadelphia Watching Fraud Happen. Here’s How It Went Down https://t.co/fRMw3ilbYG They shut out our Poll Watchers and Observers. Those hundreds of thousands of votes should not be allowed. Corrupt politics.,False,False,126956,32838,2020-11-11,i was in philadelphia watching fraud happen. here’s how it went down they shut out our poll watchers and observers. those hundreds of thousands of votes should not be allowed. corrupt politics.
152,152,1.3290698141958715e+18,"The Georgia recount is a joke and is being done UNDER PROTEST. Even though thousands of fraudulent votes have been found, the real number is in matching signatures. Governor must open up the unconstitutional Consent Decree and call in the Legislature!",False,False,249940,52807,2020-11-18,"the georgia recount is a joke and is being done under protest. even though thousands of fraudulent votes have been found, the real number is in matching signatures. governor must open up the unconstitutional consent decree and call in the legislature!"
153,153,1.3290659451601756e+18,They didn’t even allow Republican Observers into the building to watch. A terrible insult to our Constitution! https://t.co/Q8RgaTs6ev,False,False,122164,29433,2020-11-18,they didn’t even allow republican observers into the building to watch. a terrible insult to our constitution!
154,154,1.3469549709107077e+18,These are the things and events that happen when a sacred landslide election victory is so unceremoniously & viciously stripped away from great patriots who have been badly & unfairly treated for so long. Go home with love & in peace. Remember this day forever!,False,False,0,0,2021-01-06,these are the things and events that happen when a sacred landslide election victory is so unceremoniously & viciously stripped away from great patriots who have been badly & unfairly treated for so long. go home with love & in peace. remember this day forever!
155,155,1.329086548093014e+18,"“The numbers have not improved, it is still 71% out of balance”, stated Wayne County, Michigan,  Canvassers. “There is widespread irregularities in poll numbers.” There are “more votes than people”. The two harassed patriot Canvassers refuse to sign the papers!",False,False,195592,44968,2020-11-18,"“the numbers have not improved, it is still 71% out of balance”, stated wayne county, michigan, canvassers. “there is widespread irregularities in poll numbers.” there are “more votes than people”. the two harassed patriot canvassers refuse to sign the papers!"
157,157,1.3263506288646144e+18,Obama spied on our campaign - and got caught! https://t.co/HyQW0v2SD4,False,False,182234,40149,2020-11-11,obama spied on our caign - and got caught!
159,159,1.3263532267493868e+18,People will not accept this Rigged Election! https://t.co/XQAOIt5ZwU,False,False,255370,51275,2020-11-11,people will not accept this rigged election!
160,160,1.3475553168635535e+18,"The 75,000,000 great American Patriots who voted for me, AMERICA FIRST, and MAKE AMERICA GREAT AGAIN, will have a GIANT VOICE long into the future. They will not be disrespected or treated unfairly in any way, shape or form!!!",False,False,480997,108844,2021-01-08,"the 75,000,000 great american patriots who voted for me, america first, and make america great again, will have a giant voice long into the future. they will not be disrespected or treated unfairly in any way, shape or form!!!"
161,161,1.3323378955842642e+18,"No, the 2020 Election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help David and Kelly, two GREAT people. Otherwise we are playing right into the hands of some very sick people. I will be in Georgia on Saturday! https://t.co/1ziqFq9S6O",False,False,139741,33998,2020-11-27,"no, the 2020 election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help david and kelly, two great people. otherwise we are playing right into the hands of some very sick people. i will be in georgia on saturday!"
163,163,1.347569870578266e+18,"To all of those who have asked, I will not be going to the Inauguration on January 20th.",False,False,510761,83532,2021-01-08,"to all of those who have asked, i will not be going to the inauguration on january 20th."
164,164,1.3288150256629146e+18,THIS SAYS IT ALL! https://t.co/zZSspsJPe9,False,False,216066,49633,2020-11-17,this says it all!
165,165,1.3288019812222812e+18,I have reversed the ridiculous decision to cancel Wreaths Across America at Arlington National Cemetery. It will now go on!,False,False,478875,73719,2020-11-17,i have reversed the ridiculous decision to cancel wreaths across america at arlington national cemetery. it will now go on!
166,166,1.3288523527874847e+18,"The recent statement by Chris Krebs on the security of the 2020 Election was highly inaccurate, in that there were massive improprieties and fraud - including dead people voting, Poll Watchers not allowed into polling locations, “glitches” in the voting machines which changed...",False,False,229328,51276,2020-11-18,"the recent statement by chris krebs on the security of the 2020 election was highly inaccurate, in that there were massive improprieties and fraud - including dead people voting, poll watchers not allowed into polling locations, “glitches” in the voting machines which changed..."
167,167,1.3323392120042865e+18,Yesterday’s news conference being broadcast in full now on @Newsmax. Enjoy!,False,False,210472,33894,2020-11-27,yesterday’s news conference being broadcast in full now on . enjoy!
170,170,1.329408856733184e+18,Important News Conference today by lawyers on a very clear and viable path to victory. Pieces are very nicely falling into place. RNC at 12:00 P.M.,False,False,331293,66649,2020-11-19,important news conference today by lawyers on a very clear and viable path to victory. pieces are very nicely falling into place. rnc at 12:00 p.m.
171,171,1.3323454949038612e+18,All newly rebuilt military! https://t.co/EFwUReJgcD,False,False,147857,27826,2020-11-27,all newly rebuilt military!
174,174,1.3284838624905748e+18,"Big victory moments ago in the State of Nevada. The all Democrat County Commissioner race, on same ballot as President, just thrown out because of large scale voter discrepancy. Clark County officials do not have confidence in their own election security. Major impact! https://t.co/TLHnFKNN6g",False,False,282313,73024,2020-11-16,"big victory moments ago in the state of nevada. the all democrat county commissioner race, on same ballot as president, just thrown out because of large scale voter discrepancy. clark county officials do not have confidence in their own election security. major impact!"
175,175,1.3290754875539743e+18,THEY WOULD’NT LET REPUBLICAN POLL WATCHERS INTO THE COUNTING ROOMS. UNCONSTITUTIONAL!!!,False,False,375037,62979,2020-11-18,they would’nt let republican poll watchers into the counting rooms. unconstitutional!!!
176,176,1.329060562442068e+18,"Wrong! At first they voted against because there were far more VOTES than PEOPLE (Sad!). Then they were threatened, screamed at and viciously harassed, and were FORCED to change their vote, but then REFUSED, as American patriots, to sign the documents. 71% MESS. Don’t Harass! https://t.co/n5frpesHfD",False,False,139281,37876,2020-11-18,"wrong! at first they voted against because there were far more votes than people (sad!). then they were threatened, screamed at and viciously harassed, and were forced to change their vote, but then refused, as american patriots, to sign the documents. 71% mess. don’t harass!"
177,177,1.3288569320111675e+18,"The only thing secure about our 2020 Election was that it was virtually impenetrable by foreign powers. On that, the Trump Administration takes great credit. Unfortunately, the Radical Left Democrats, Dominion, and others, were perhaps more successful!",False,False,229381,43979,2020-11-18,"the only thing secure about our 2020 election was that it was virtually impenetrable by foreign powers. on that, the trump administration takes great credit. unfortunately, the radical left democrats, dominion, and others, were perhaps more successful!"
178,178,1.328852354049958e+18,"...votes from Trump to Biden, late voting, and many more. Therefore, effective immediately, Chris Krebs has been terminated as Director of the Cybersecurity and Infrastructure Security Agency.",False,False,176160,34589,2020-11-18,"...votes from trump to biden, late voting, and many more. therefore, effective immediately, chris krebs has been terminated as director of the cybersecurity and infrastructure security agency."
179,179,1.328830381429289e+18,“DEAD PEOPLE VOTED” https://t.co/y6WRvCBykc,False,False,174778,41151,2020-11-17,“dead people voted”
180,180,1.3323463708004475e+18,So much truth! https://t.co/KGBQDEPEkV,False,False,194626,40965,2020-11-27,so much truth!
181,181,1.3288868917651825e+18,"Well, it’s really quite simple. You just can’t have more votes than people! https://t.co/kVtop3WsLp",False,False,192241,44418,2020-11-18,"well, it’s really quite simple. you just can’t have more votes than people!"
