,Unnamed: 0,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,lemmas,contains_metaphor
488,1345,1.3439196530689434e+18,"....Can you imagine if the Republicans stole a Presidential Election from the Democrats - All hell would break out. Republican leadership only wants the path of least resistance. Our leaders (not me, of course!) are pathetic. They only know how to lose! P.S. I got MANY Senators..",False,False,146133,31466,2020-12-29,"....Can you imagine if the Republicans stole a Presidential Election from the Democrats - All hell would break out. Republican leadership only wants the path of least resistance. Our leaders (not me, of course!) are pathetic. They only know how to lose! P.S. I got MANY Senators..","['....', 'can', 'you', 'imagine', 'if', 'the', 'republicans', 'steal', 'a', 'presidential', 'election', 'from', 'the', 'democrats', '-', 'all', 'hell', 'would', 'break', 'out', '.', 'republican', 'leadership', 'only', 'want', 'the', 'path', 'of', 'least', 'resistance', '.', 'our', 'leader', '(', 'not', 'i', ',', 'of', 'course', '!', ')', 'be', 'pathetic', '.', 'they', 'only', 'know', 'how', 'to', 'lose', '!', 'p.s.', 'i', 'get', 'many', 'senator', '..']",True
489,1346,1.343919652125241e+18,"...more votes than is needed by me to win Pennsylvania, not to mention hundreds of thousands of votes in other categories which increase my already big lead into a landslide. All other Swing States show likewise. WE NEED NEW & ENERGETIC REPUBLICAN LEADERSHIP. This can not stand..",False,False,58898,15870,2020-12-29,"...more votes than is needed by me to win Pennsylvania, not to mention hundreds of thousands of votes in other categories which increase my already big lead into a landslide. All other Swing States show likewise. WE NEED NEW & ENERGETIC REPUBLICAN LEADERSHIP. This can not stand..","['...', 'more', 'vote', 'than', 'be', 'need', 'by', 'i', 'to', 'win', 'pennsylvania', ',', 'not', 'to', 'mention', 'hundred', 'of', 'thousand', 'of', 'vote', 'in', 'other', 'category', 'which', 'increase', 'my', 'already', 'big', 'lead', 'into', 'a', 'landslide', '.', 'all', 'other', 'swing', 'states', 'show', 'likewise', '.', 'we', 'need', 'new', '&', 'energetic', 'republican', 'leadership', '.', 'this', 'can', 'not', 'stand', '..']",True
491,1348,1.3439980760847483e+18,"Unless Republicans have a death wish, and it is also the right thing to do, they must approve the $2000 payments ASAP. $600 IS NOT ENOUGH! Also, get rid of Section 230 - Don’t let Big Tech steal our Country, and don’t let the Democrats steal the Presidential Election. Get tough! https://t.co/GMotstu7OI",False,False,190813,51680,2020-12-29,"Unless Republicans have a death wish, and it is also the right thing to do, they must approve the $2000 payments ASAP. $600 IS NOT ENOUGH! Also, get rid of Section 230 - Don’t let Big Tech steal our Country, and don’t let the Democrats steal the Presidential Election. Get tough!","['unless', 'republicans', 'have', 'a', 'death', 'wish', ',', 'and', 'it', 'be', 'also', 'the', 'right', 'thing', 'to', 'do', ',', 'they', 'must', 'approve', 'the', '$', '2000', 'payment', 'asap', '.', '$', '600', 'be', 'not', 'enough', '!', 'also', ',', 'get', 'rid', 'of', 'section', '230', '-', 'do', 'not', 'let', 'big', 'tech', 'steal', 'our', 'country', ',', 'and', 'do', 'not', 'let', 'the', 'democrats', 'steal', 'the', 'presidential', 'election', '.', 'get', 'tough', '!']",True
492,1350,1.344036020162093e+18,"Loeffler, Perdue Support Increasing Relief Payments to $2K https://t.co/xLFHNDOBIR via @BreitbartNews. Republicans must support the $2000 payments and must FIGHT the crooked presidential election. We won big!",False,False,102327,26249,2020-12-29,"Loeffler, Perdue Support Increasing Relief Payments to $2K via . Republicans must support the $2000 payments and must FIGHT the crooked presidential election. We won big!","['loeffler', ',', 'perdue', 'support', 'increase', 'relief', 'payment', 'to', '$', '2', 'k', 'via', '.', 'republican', 'must', 'support', 'the', '$', '2000', 'payment', 'and', 'must', 'fight', 'the', 'crooked', 'presidential', 'election', '.', 'we', 'win', 'big', '!']",True
523,1408,1.3454989876175094e+18,Civil War: Tucker Carlson Hits His Own Network in Epic Post-Election Monologue https://t.co/xUSQQWCa8q,False,False,92281,24596,2021-01-02,Civil War: Tucker Carlson Hits His Own Network in Epic Post-Election Monologue,"['civil', 'war', ':', 'tucker', 'carlson', 'hit', 'his', 'own', 'network', 'in', 'epic', 'post', '-', 'election', 'monologue']",True
526,1413,1.345508977031975e+18,An attempt to steal a landslide win. Can’t let it happen! https://t.co/sKn4iTjUy0,False,False,177392,44037,2021-01-02,An attempt to steal a landslide win. Can’t let it happen!,"['an', 'attempt', 'to', 'steal', 'a', 'landslide', 'win', '.', 'can', 'not', 'let', 'it', 'happen', '!']",True
537,45379,1.3294241341666875e+18,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough! @BrianKempGA",False,False,217844,47813,2020-11-19,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough!","['almost', 'zero', 'ballot', 'reject', 'in', 'georgia', 'this', 'election', '.', 'in', 'year', 'past', ',', 'close', 'to', '4', '%', '.', 'not', 'possible', '.', 'must', 'have', 'signature', 'check', 'on', 'envelope', 'now', '.', 'very', 'easy', 'to', 'do', '.', 'dem', 'fight', 'because', 'they', 'get', 'catch', '.', 'far', 'more', 'vote', 'than', 'need', 'for', 'flip', '.', 'republican', 'must', 'get', 'tough', '!']",True
538,45380,1.346659909492998e+18,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,False,False,331427,77805,2021-01-06,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,"['look', 'like', 'they', 'be', 'set', 'up', 'a', 'big', '""', 'voter', 'dump', '""', 'against', 'the', 'republican', 'candidate', '.', 'wait', 'to', 'see', 'how', 'many', 'vote', 'they', 'need', '?']",True
552,45434,1.3388718623156677e+18,Tremendous evidence pouring in on voter fraud. There has never been anything like this in our Country!,False,False,412404,81186,2020-12-15,Tremendous evidence pouring in on voter fraud. There has never been anything like this in our Country!,"['tremendous', 'evidence', 'pour', 'in', 'on', 'voter', 'fraud', '.', 'there', 'have', 'never', 'be', 'anything', 'like', 'this', 'in', 'our', 'country', '!']",True
561,45456,1.343919652125241e+18,"...more votes than is needed by me to win Pennsylvania, not to mention hundreds of thousands of votes in other categories which increase my already big lead into a landslide. All other Swing States show likewise. WE NEED NEW &amp; ENERGETIC REPUBLICAN LEADERSHIP. This can not stand..",False,False,58898,15870,2020-12-29,"...more votes than is needed by me to win Pennsylvania, not to mention hundreds of thousands of votes in other categories which increase my already big lead into a landslide. All other Swing States show likewise. WE NEED NEW &; ENERGETIC REPUBLICAN LEADERSHIP. This can not stand..","['...', 'more', 'vote', 'than', 'be', 'need', 'by', 'i', 'to', 'win', 'pennsylvania', ',', 'not', 'to', 'mention', 'hundred', 'of', 'thousand', 'of', 'vote', 'in', 'other', 'category', 'which', 'increase', 'my', 'already', 'big', 'lead', 'into', 'a', 'landslide', '.', 'all', 'other', 'swing', 'states', 'show', 'likewise', '.', 'we', 'need', 'new', '&', ';', 'energetic', 'republican', 'leadership', '.', 'this', 'can', 'not', 'stand', '..']",True
