,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,doc,lemmas
1326,1.3254324762155008e+18,...and Detroit with a long series of election problems (to put it mildly).” @JonathanTurley,False,False,216171,33687,2020-11-08,...and Detroit with a long series of election problems (to put it mildly).”,...and Detroit with a long series of election problems (to put it mildly).”,"['...', 'and', 'detroit', 'with', 'a', 'long', 'series', 'of', 'election', 'problem', '(', 'to', 'put', 'it', 'mildly', ')', '.', '""']"
1327,1.325432472985809e+18,"....how these ballots were authenticated, because if there’s a problem in the system about authentication, that would seriously affect the ENTIRE ELECTION - And what concerns me is that we had over a hundred million mail-in ballot in cites like Philladelphia...",False,False,236806,39342,2020-11-08,"....how these ballots were authenticated, because if there’s a problem in the system about authentication, that would seriously affect the ENTIRE ELECTION - And what concerns me is that we had over a hundred million mail-in ballot in cites like Philladelphia...","....how these ballots were authenticated, because if there’s a problem in the system about authentication, that would seriously affect the ENTIRE ELECTION - And what concerns me is that we had over a hundred million mail-in ballot in cites like Philladelphia...","['....', 'how', 'these', 'ballot', 'be', 'authenticate', ',', 'because', 'if', 'there', '’', 'a', 'problem', 'in', 'the', 'system', 'about', 'authentication', ',', 'that', 'would', 'seriously', 'affect', 'the', 'entire', 'election', '-', 'and', 'what', 'concern', 'i', 'be', 'that', 'we', 'have', 'over', 'a', 'hundred', 'million', 'mail', '-', 'in', 'ballot', 'in', 'cite', 'like', 'philladelphia', '...']"
1328,1.3254324690432369e+18,"....Supreme Court Justice to compel them to separate ballots that were received after the legislative deadline. It required the intervention of Justice Alito. That’s a large group of ballots. When you talk about systemic problems, it’s about...",False,False,97324,20674,2020-11-08,"....Supreme Court Justice to compel them to separate ballots that were received after the legislative deadline. It required the intervention of Justice Alito. That’s a large group of ballots. When you talk about systemic problems, it’s about...","....Supreme Court Justice to compel them to separate ballots that were received after the legislative deadline. It required the intervention of Justice Alito. That’s a large group of ballots. When you talk about systemic problems, it’s about...","['....', 'supreme', 'court', 'justice', 'to', 'compel', 'they', 'to', 'separate', 'ballot', 'that', 'be', 'receive', 'after', 'the', 'legislative', 'deadline', '.', 'it', 'require', 'the', 'intervention', 'of', 'justice', 'alito', '.', 'that', '’', 'a', 'large', 'group', 'of', 'ballot', '.', 'when', 'you', 'talk', 'about', 'systemic', 'problem', ',', 'it', '’', 'about', '...']"
1329,1.325432465415164e+18,“We should look at the votes. We’re just beginning the tabulation stage. We should look at these allegations. We’re seeing a number of affidavits that there has been voter fraud. We have a history in this country of election problems. In Pennsylvania you had an order by a...,False,False,390753,76567,2020-11-08,“We should look at the votes. We’re just beginning the tabulation stage. We should look at these allegations. We’re seeing a number of affidavits that there has been voter fraud. We have a history in this country of election problems. In Pennsylvania you had an order by a...,“We should look at the votes. We’re just beginning the tabulation stage. We should look at these allegations. We’re seeing a number of affidavits that there has been voter fraud. We have a history in this country of election problems. In Pennsylvania you had an order by a...,"['""', 'we', 'should', 'look', 'at', 'the', 'vote', '.', 'we', '’re', 'just', 'begin', 'the', 'tabulation', 'stage', '.', 'we', 'should', 'look', 'at', 'these', 'allegation', '.', 'we', '’re', 'see', 'a', 'number', 'of', 'affidavit', 'that', 'there', 'have', 'be', 'voter', 'fraud', '.', 'we', 'have', 'a', 'history', 'in', 'this', 'country', 'of', 'election', 'problem', '.', 'in', 'pennsylvania', 'you', 'have', 'an', 'order', 'by', 'a', '...']"
1330,1.3254423453960397e+18,"....Where it mattered, they stole what they had to steal. @newtgingrich",False,False,301212,48130,2020-11-08,"....Where it mattered, they stole what they had to steal.","....Where it mattered, they stole what they had to steal.","['....', 'where', 'it', 'matter', ',', 'they', 'steal', 'what', 'they', 'have', 'to', 'steal', '.']"
1331,1.325442336957018e+18,"“We believe these people are thieves. The big city machines are corrupt. This was a stolen election. Best pollster in Britain wrote this morning that this clearly was a stolen election, that it’s impossible to imagine that Biden outran Obama in some of these states.",False,False,516040,101484,2020-11-08,"“We believe these people are thieves. The big city machines are corrupt. This was a stolen election. Best pollster in Britain wrote this morning that this clearly was a stolen election, that it’s impossible to imagine that Biden outran Obama in some of these states.","“We believe these people are thieves. The big city machines are corrupt. This was a stolen election. Best pollster in Britain wrote this morning that this clearly was a stolen election, that it’s impossible to imagine that Biden outran Obama in some of these states.","['""', 'we', 'believe', 'these', 'people', 'be', 'thief', '.', 'the', 'big', 'city', 'machine', 'be', 'corrupt', '.', 'this', 'be', 'a', 'steal', 'election', '.', 'good', 'pollster', 'in', 'britain', 'write', 'this', 'morning', 'that', 'this', 'clearly', 'be', 'a', 'steal', 'election', ',', 'that', 'it', '’', 'impossible', 'to', 'imagine', 'that', 'biden', 'outrun', 'obama', 'in', 'some', 'of', 'these', 'state', '.']"
1334,1.3247505550597284e+18,"“This is what we know. We have to go back to the state level and how this morass came to be in the first instance. The Governor, Wolf, and the State Supreme Court, flagrantly violated the Constitution of the U.S. The power to set these rules and regulations is vested in the",False,False,266157,59998,2020-11-06,"“This is what we know. We have to go back to the state level and how this morass came to be in the first instance. The Governor, Wolf, and the State Supreme Court, flagrantly violated the Constitution of the U.S. The power to set these rules and regulations is vested in the","“This is what we know. We have to go back to the state level and how this morass came to be in the first instance. The Governor, Wolf, and the State Supreme Court, flagrantly violated the Constitution of the U.S. The power to set these rules and regulations is vested in the","['""', 'this', 'be', 'what', 'we', 'know', '.', 'we', 'have', 'to', 'go', 'back', 'to', 'the', 'state', 'level', 'and', 'how', 'this', 'morass', 'come', 'to', 'be', 'in', 'the', 'first', 'instance', '.', 'the', 'governor', ',', 'wolf', ',', 'and', 'the', 'state', 'supreme', 'court', ',', 'flagrantly', 'violate', 'the', 'constitution', 'of', 'the', 'u.s.', 'the', 'power', 'to', 'set', 'these', 'rule', 'and', 'regulation', 'be', 'vest', 'in', 'the']"
1335,1.3255273919937864e+18,Investigators Dispatched After Fulton County Discovers ‘Issue‘ with Ballot Reporting https://t.co/lShmKksQ0O via @BreitbartNews,False,False,261975,65506,2020-11-08,Investigators Dispatched After Fulton County Discovers ‘Issue‘ with Ballot Reporting via,Investigators Dispatched After Fulton County Discovers ‘Issue‘ with Ballot Reporting via,"['investigator', 'dispatch', 'after', 'fulton', 'county', 'discover', ""'"", 'issue', ""'"", 'with', 'ballot', 'reporting', 'via']"
1336,1.3411384082745958e+18,"...WOW, he just voted against me in a Big Court Decision on voter fraud (of which there was much!), despite many pages of dissent from three highly respected Justices. One thing has nothing to do with another, but we ended up losing 4-3 in a really incorrect ruling! Great...",False,False,138631,27864,2020-12-21,"...WOW, he just voted against me in a Big Court Decision on voter fraud (of which there was much!), despite many pages of dissent from three highly respected Justices. One thing has nothing to do with another, but we ended up losing 4-3 in a really incorrect ruling! Great...","...WOW, he just voted against me in a Big Court Decision on voter fraud (of which there was much!), despite many pages of dissent from three highly respected Justices. One thing has nothing to do with another, but we ended up losing 4-3 in a really incorrect ruling! Great...","['...', 'wow', ',', 'he', 'just', 'vote', 'against', 'i', 'in', 'a', 'big', 'court', 'decision', 'on', 'voter', 'fraud', '(', 'of', 'which', 'there', 'be', 'much', '!', ')', ',', 'despite', 'many', 'page', 'of', 'dissent', 'from', 'three', 'highly', 'respected', 'justices', '.', 'one', 'thing', 'have', 'nothing', 'to', 'do', 'with', 'another', ',', 'but', 'we', 'end', 'up', 'lose', '4', '-', '3', 'in', 'a', 'really', 'incorrect', 'ruling', '!', 'great', '...']"
1337,1.3411384074609254e+18,"Two years ago, the great people of Wisconsin asked me to endorse a man named Brian Hagedorn for State Supreme Court Justice, when he was getting destroyed in the Polls against a tough Democrat Candidate who had no chance of losing. After my endorsement, Hagedorn easily won!...",False,False,179509,36406,2020-12-21,"Two years ago, the great people of Wisconsin asked me to endorse a man named Brian Hagedorn for State Supreme Court Justice, when he was getting destroyed in the Polls against a tough Democrat Candidate who had no chance of losing. After my endorsement, Hagedorn easily won!...","Two years ago, the great people of Wisconsin asked me to endorse a man named Brian Hagedorn for State Supreme Court Justice, when he was getting destroyed in the Polls against a tough Democrat Candidate who had no chance of losing. After my endorsement, Hagedorn easily won!...","['two', 'year', 'ago', ',', 'the', 'great', 'people', 'of', 'wisconsin', 'ask', 'i', 'to', 'endorse', 'a', 'man', 'name', 'brian', 'hagedorn', 'for', 'state', 'supreme', 'court', 'justice', ',', 'when', 'he', 'be', 'getting', 'destroy', 'in', 'the', 'polls', 'against', 'a', 'tough', 'democrat', 'candidate', 'who', 'have', 'no', 'chance', 'of', 'lose', '.', 'after', 'my', 'endorsement', ',', 'hagedorn', 'easily', 'win', '!', '...']"
1338,1.3255634624335094e+18,Watch @marklevinshow at 8:00 P.M.  Will discuss the Mail-In Ballot Hoax!,False,False,404941,69697,2020-11-08,Watch at 8:00 P.M. Will discuss the Mail-In Ballot Hoax!,Watch at 8:00 P.M. Will discuss the Mail-In Ballot Hoax!,"['watch', 'at', '8:00', 'p.m.', 'will', 'discuss', 'the', 'mail', '-', 'in', 'ballot', 'hoax', '!']"
1344,1.3439196540083569e+18,....and Congressmen/Congresswomen Elected. I do believe they forgot!,False,False,130357,25405,2020-12-29,....and Congressmen/Congresswomen Elected. I do believe they forgot!,....and Congressmen/Congresswomen Elected. I do believe they forgot!,"['....', 'and', 'congressmen', '/', 'congresswomen', 'elected', '.', 'i', 'do', 'believe', 'they', 'forgot', '!']"
1345,1.3439196530689434e+18,"....Can you imagine if the Republicans stole a Presidential Election from the Democrats - All hell would break out. Republican leadership only wants the path of least resistance. Our leaders (not me, of course!) are pathetic. They only know how to lose! P.S. I got MANY Senators..",False,False,146133,31466,2020-12-29,"....Can you imagine if the Republicans stole a Presidential Election from the Democrats - All hell would break out. Republican leadership only wants the path of least resistance. Our leaders (not me, of course!) are pathetic. They only know how to lose! P.S. I got MANY Senators..","....Can you imagine if the Republicans stole a Presidential Election from the Democrats - All hell would break out. Republican leadership only wants the path of least resistance. Our leaders (not me, of course!) are pathetic. They only know how to lose! P.S. I got MANY Senators..","['....', 'can', 'you', 'imagine', 'if', 'the', 'republicans', 'steal', 'a', 'presidential', 'election', 'from', 'the', 'democrats', '-', 'all', 'hell', 'would', 'break', 'out', '.', 'republican', 'leadership', 'only', 'want', 'the', 'path', 'of', 'least', 'resistance', '.', 'our', 'leader', '(', 'not', 'i', ',', 'of', 'course', '!', ')', 'be', 'pathetic', '.', 'they', 'only', 'know', 'how', 'to', 'lose', '!', 'p.s.', 'i', 'get', 'many', 'senator', '..']"
1346,1.343919652125241e+18,"...more votes than is needed by me to win Pennsylvania, not to mention hundreds of thousands of votes in other categories which increase my already big lead into a landslide. All other Swing States show likewise. WE NEED NEW & ENERGETIC REPUBLICAN LEADERSHIP. This can not stand..",False,False,58898,15870,2020-12-29,"...more votes than is needed by me to win Pennsylvania, not to mention hundreds of thousands of votes in other categories which increase my already big lead into a landslide. All other Swing States show likewise. WE NEED NEW & ENERGETIC REPUBLICAN LEADERSHIP. This can not stand..","...more votes than is needed by me to win Pennsylvania, not to mention hundreds of thousands of votes in other categories which increase my already big lead into a landslide. All other Swing States show likewise. WE NEED NEW & ENERGETIC REPUBLICAN LEADERSHIP. This can not stand..","['...', 'more', 'vote', 'than', 'be', 'need', 'by', 'i', 'to', 'win', 'pennsylvania', ',', 'not', 'to', 'mention', 'hundred', 'of', 'thousand', 'of', 'vote', 'in', 'other', 'category', 'which', 'increase', 'my', 'already', 'big', 'lead', 'into', 'a', 'landslide', '.', 'all', 'other', 'swing', 'states', 'show', 'likewise', '.', 'we', 'need', 'new', '&', 'energetic', 'republican', 'leadership', '.', 'this', 'can', 'not', 'stand', '..']"
1347,1.3439196513367122e+18,"“A group of Republican lawmakers in Pennsylvania say 200,000 more votes were counted in the 2020 Election than voters (100% went to Biden). State Representative Frank Ryan said they found troubling discrepancies after an analysis of Election Day data.” @FoxNews This is far....",False,False,217746,60784,2020-12-29,"“A group of Republican lawmakers in Pennsylvania say 200,000 more votes were counted in the 2020 Election than voters (100% went to Biden). State Representative Frank Ryan said they found troubling discrepancies after an analysis of Election Day data.” This is far....","“A group of Republican lawmakers in Pennsylvania say 200,000 more votes were counted in the 2020 Election than voters (100% went to Biden). State Representative Frank Ryan said they found troubling discrepancies after an analysis of Election Day data.” This is far....","['""', 'a', 'group', 'of', 'republican', 'lawmaker', 'in', 'pennsylvania', 'say', '200,000', 'more', 'vote', 'be', 'count', 'in', 'the', '2020', 'election', 'than', 'voter', '(', '100', '%', 'go', 'to', 'biden', ')', '.', 'state', 'representative', 'frank', 'ryan', 'say', 'they', 'find', 'troubling', 'discrepancy', 'after', 'an', 'analysis', 'of', 'election', 'day', 'datum', '.', '""', 'this', 'be', 'far', '....']"
1348,1.3439980760847483e+18,"Unless Republicans have a death wish, and it is also the right thing to do, they must approve the $2000 payments ASAP. $600 IS NOT ENOUGH! Also, get rid of Section 230 - Don’t let Big Tech steal our Country, and don’t let the Democrats steal the Presidential Election. Get tough! https://t.co/GMotstu7OI",False,False,190813,51680,2020-12-29,"Unless Republicans have a death wish, and it is also the right thing to do, they must approve the $2000 payments ASAP. $600 IS NOT ENOUGH! Also, get rid of Section 230 - Don’t let Big Tech steal our Country, and don’t let the Democrats steal the Presidential Election. Get tough!","Unless Republicans have a death wish, and it is also the right thing to do, they must approve the $2000 payments ASAP. $600 IS NOT ENOUGH! Also, get rid of Section 230 - Don’t let Big Tech steal our Country, and don’t let the Democrats steal the Presidential Election. Get tough!","['unless', 'republicans', 'have', 'a', 'death', 'wish', ',', 'and', 'it', 'be', 'also', 'the', 'right', 'thing', 'to', 'do', ',', 'they', 'must', 'approve', 'the', '$', '2000', 'payment', 'asap', '.', '$', '600', 'be', 'not', 'enough', '!', 'also', ',', 'get', 'rid', 'of', 'section', '230', '-', 'do', 'not', 'let', 'big', 'tech', 'steal', 'our', 'country', ',', 'and', 'do', 'not', 'let', 'the', 'democrats', 'steal', 'the', 'presidential', 'election', '.', 'get', 'tough', '!']"
