,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,doc,lemmas
296,1.3332206616705802e+18,GREAT NEWS! Is Fake News @60Minutes watching this? https://t.co/v9T2MUmGss,False,False,125069,25543,2020-11-30,GREAT NEWS! Is Fake News watching this?,GREAT NEWS! Is Fake News watching this?,"['great', 'news', '!', 'be', 'fake', 'news', 'watch', 'this', '?']"
298,1.333243285389914e+18,"“Democrats suffered crushing down-ballot loss across America.” @nytimes. This is true. All statehouses won, and in Washington we did great. So I led this great charge, and I’m the only one that lost? No, it doesn’t work that way. This was a massive fraud, a RIGGED ELECTION!",False,False,268984,60703,2020-11-30,"“Democrats suffered crushing down-ballot loss across America.” . This is true. All statehouses won, and in Washington we did great. So I led this great charge, and I’m the only one that lost? No, it doesn’t work that way. This was a massive fraud, a RIGGED ELECTION!","“Democrats suffered crushing down-ballot loss across America.” . This is true. All statehouses won, and in Washington we did great. So I led this great charge, and I’m the only one that lost? No, it doesn’t work that way. This was a massive fraud, a RIGGED ELECTION!","['""', 'democrats', 'suffer', 'crush', 'down', '-', 'ballot', 'loss', 'across', 'america', '.', '""', '.', 'this', 'be', 'true', '.', 'all', 'statehouse', 'win', ',', 'and', 'in', 'washington', 'we', 'do', 'great', '.', 'so', 'i', 'lead', 'this', 'great', 'charge', ',', 'and', 'i', '’m', 'the', 'only', 'one', 'that', 'lose', '?', 'no', ',', 'it', 'do', 'not', 'work', 'that', 'way', '.', 'this', 'be', 'a', 'massive', 'fraud', ',', 'a', 'rigged', 'election', '!']"
301,1.330361494710661e+18,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is an appointment of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes! https://t.co/17rk2KsUPs",False,True,39385,9458,2020-11-22,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is an appointment of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes!","Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is an appointment of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes!","['thank', 'mark', '.', 'it', '’', 'all', 'a', 'continuation', 'of', 'the', 'never', 'end', 'witch', 'hunt', '.', 'judge', 'brann', ',', 'who', 'would', 'not', 'even', 'allow', 'we', 'to', 'present', 'our', 'case', 'or', 'evidence', ',', 'be', 'an', 'appointment', 'of', 'senator', 'pat', '""', 'no', 'tariffs', '""', 'toomey', 'of', 'pennsylvania', ',', 'no', 'friend', 'of', 'mine', ',', '&', 'obama', '-', 'no', 'wonder', '.', '900,000', 'fraudulent', 'votes', '!']"
304,1.330364307335426e+18,"They never thought a Vaccine could be done so soon but don’t worry, they will try to give the credit to Biden! https://t.co/zp7vZET8R4",False,False,99960,17143,2020-11-22,"They never thought a Vaccine could be done so soon but don’t worry, they will try to give the credit to Biden!","They never thought a Vaccine could be done so soon but don’t worry, they will try to give the credit to Biden!","['they', 'never', 'think', 'a', 'vaccine', 'could', 'be', 'do', 'so', 'soon', 'but', 'do', 'not', 'worry', ',', 'they', 'will', 'try', 'to', 'give', 'the', 'credit', 'to', 'biden', '!']"
311,1.333245684011643e+18,NO WAY WE LOST THIS ELECTION! https://t.co/orOXBaR8uE,False,False,303842,61699,2020-11-30,NO WAY WE LOST THIS ELECTION!,NO WAY WE LOST THIS ELECTION!,"['no', 'way', 'we', 'lose', 'this', 'election', '!']"
312,1.3303682069686436e+18,"“Dominion-izing the Vote”
Part Two via @OANN @ChanelRion 
https://t.co/HFvrnViseu",False,False,73209,21095,2020-11-22,“Dominion-izing the Vote” Part Two via,“Dominion-izing the Vote” Part Two via,"['""', 'dominion', '-', 'ize', 'the', 'vote', '""', 'part', 'two', 'via']"
313,1.3303679886215946e+18,"“Dominion-izing the Vote”
Part One via @OANN @ChanelRion 
https://t.co/7OtrKfoj6q",False,False,136743,41797,2020-11-22,“Dominion-izing the Vote” Part One via,“Dominion-izing the Vote” Part One via,"['""', 'dominion', '-', 'ize', 'the', 'vote', '""', 'part', 'one', 'via']"
314,1.3334058542976328e+18,"I’m not fighting for me, I’m fighting for the 74,000,000 million people (not including the many Trump ballots that were “tossed”), a record for a sitting President, who voted for me!",False,False,496088,84459,2020-11-30,"I’m not fighting for me, I’m fighting for the 74,000,000 million people (not including the many Trump ballots that were “tossed”), a record for a sitting President, who voted for me!","I’m not fighting for me, I’m fighting for the 74,000,000 million people (not including the many Trump ballots that were “tossed”), a record for a sitting President, who voted for me!","['i', '’m', 'not', 'fight', 'for', 'i', ',', 'i', '’m', 'fight', 'for', 'the', '74,000,000', 'million', 'people', '(', 'not', 'include', 'the', 'many', 'trump', 'ballot', 'that', 'be', '""', 'toss', '""', ')', ',', 'a', 'record', 'for', 'a', 'sit', 'president', ',', 'who', 'vote', 'for', 'i', '!']"
315,1.3303684485521695e+18,"“Dominion-izing the Vote”
Part Three via @OANN @ChanelRion https://t.co/5En1SjPIol",False,False,70478,20578,2020-11-22,“Dominion-izing the Vote” Part Three via,“Dominion-izing the Vote” Part Three via,"['""', 'dominion', '-', 'ize', 'the', 'vote', '""', 'part', 'three', 'via']"
317,1.333410419554345e+18,"....Also, quickly check the number of envelopes versus the number of ballots. You may just find that there are many more ballots than there are envelopes. So simple, and so easy to do. Georgia Republicans are angry, all Republicans are angry. Get it done!",False,False,122980,27436,2020-11-30,"....Also, quickly check the number of envelopes versus the number of ballots. You may just find that there are many more ballots than there are envelopes. So simple, and so easy to do. Georgia Republicans are angry, all Republicans are angry. Get it done!","....Also, quickly check the number of envelopes versus the number of ballots. You may just find that there are many more ballots than there are envelopes. So simple, and so easy to do. Georgia Republicans are angry, all Republicans are angry. Get it done!","['....', 'also', ',', 'quickly', 'check', 'the', 'number', 'of', 'envelope', 'versus', 'the', 'number', 'of', 'ballot', '.', 'you', 'may', 'just', 'find', 'that', 'there', 'be', 'many', 'more', 'ballot', 'than', 'there', 'be', 'envelope', '.', 'so', 'simple', ',', 'and', 'so', 'easy', 'to', 'do', '.', 'georgia', 'republicans', 'be', 'angry', ',', 'all', 'republicans', 'be', 'angry', '.', 'get', 'it', 'do', '!']"
318,1.3334104181198643e+18,"Why won’t Governor @BrianKempGA, the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state....",False,False,194596,46674,2020-11-30,"Why won’t Governor , the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state....","Why won’t Governor , the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state....","['why', 'will', 'not', 'governor', ',', 'the', 'hapless', 'governor', 'of', 'georgia', ',', 'use', 'his', 'emergency', 'power', ',', 'which', 'can', 'be', 'easily', 'do', ',', 'to', 'overrule', 'his', 'obstinate', 'secretary', 'of', 'state', ',', 'and', 'do', 'a', 'match', 'of', 'signature', 'on', 'envelope', '.', 'it', 'will', 'be', 'a', '""', 'goldmine', '""', 'of', 'fraud', ',', 'and', 'we', 'will', 'easily', 'win', 'the', 'state', '....']"
320,1.330374020613759e+18,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is a product of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes! https://t.co/17rk2KsUPs",False,False,144982,30473,2020-11-22,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is a product of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes!","Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is a product of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes!","['thank', 'mark', '.', 'it', '’', 'all', 'a', 'continuation', 'of', 'the', 'never', 'end', 'witch', 'hunt', '.', 'judge', 'brann', ',', 'who', 'would', 'not', 'even', 'allow', 'we', 'to', 'present', 'our', 'case', 'or', 'evidence', ',', 'be', 'a', 'product', 'of', 'senator', 'pat', '""', 'no', 'tariffs', '""', 'toomey', 'of', 'pennsylvania', ',', 'no', 'friend', 'of', 'mine', ',', '&', 'obama', '-', 'no', 'wonder', '.', '900,000', 'fraudulent', 'votes', '!']"
322,1.3268758636573614e+18,"It took long enough! What is taking North Carolina so long? Are they looking for more ballots to fix that one also? Now with a recount, we will win Georgia also. Pennsylvania & Michigan wouldn’t let our Poll Watchers & Observers into counting rooms. Illegal! https://t.co/TVTVv4s5Lx",False,False,170948,37345,2020-11-12,"It took long enough! What is taking North Carolina so long? Are they looking for more ballots to fix that one also? Now with a recount, we will win Georgia also. Pennsylvania & Michigan wouldn’t let our Poll Watchers & Observers into counting rooms. Illegal!","It took long enough! What is taking North Carolina so long? Are they looking for more ballots to fix that one also? Now with a recount, we will win Georgia also. Pennsylvania & Michigan wouldn’t let our Poll Watchers & Observers into counting rooms. Illegal!","['it', 'take', 'long', 'enough', '!', 'what', 'be', 'take', 'north', 'carolina', 'so', 'long', '?', 'be', 'they', 'look', 'for', 'more', 'ballot', 'to', 'fix', 'that', 'one', 'also', '?', 'now', 'with', 'a', 'recount', ',', 'we', 'will', 'win', 'georgia', 'also', '.', 'pennsylvania', '&', 'michigan', 'would', 'not', 'let', 'our', 'poll', 'watchers', '&', 'observers', 'into', 'count', 'room', '.', 'illegal', '!']"
323,1.329093126238204e+18,"The Great State of Michigan, with votes being far greater than the number of people who voted, cannot certify the election. The Democrats cheated big time, and got caught. A Republican WIN!",False,False,314550,64121,2020-11-18,"The Great State of Michigan, with votes being far greater than the number of people who voted, cannot certify the election. The Democrats cheated big time, and got caught. A Republican WIN!","The Great State of Michigan, with votes being far greater than the number of people who voted, cannot certify the election. The Democrats cheated big time, and got caught. A Republican WIN!","['the', 'great', 'state', 'of', 'michigan', ',', 'with', 'vote', 'be', 'far', 'great', 'than', 'the', 'number', 'of', 'people', 'who', 'vote', ',', 'can', 'not', 'certify', 'the', 'election', '.', 'the', 'democrats', 'cheat', 'big', 'time', ',', 'and', 'get', 'catch', '.', 'a', 'republican', 'win', '!']"
324,1.3290872551687086e+18,"In Detroit, there are FAR MORE VOTES THAN PEOPLE. Nothing can be done to cure that giant scam. I win Michigan!",False,False,360087,69145,2020-11-18,"In Detroit, there are FAR MORE VOTES THAN PEOPLE. Nothing can be done to cure that giant scam. I win Michigan!","In Detroit, there are FAR MORE VOTES THAN PEOPLE. Nothing can be done to cure that giant scam. I win Michigan!","['in', 'detroit', ',', 'there', 'be', 'far', 'more', 'vote', 'than', 'people', '.', 'nothing', 'can', 'be', 'do', 'to', 'cure', 'that', 'giant', 'scam', '.', 'i', 'win', 'michigan', '!']"
327,1.3292335021397156e+18,"Look at this in Wisconsin! A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM, when they learned he was losing badly. This is unbelievable! https://t.co/nhiLMmyHBn",False,False,369662,118380,2020-11-19,"Look at this in Wisconsin! A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM, when they learned he was losing badly. This is unbelievable!","Look at this in Wisconsin! A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM, when they learned he was losing badly. This is unbelievable!","['look', 'at', 'this', 'in', 'wisconsin', '!', 'a', 'day', 'after', 'the', 'election', ',', 'biden', 'receive', 'a', 'dump', 'of', '143,379', 'vote', 'at', '3:42am', ',', 'when', 'they', 'learn', 'he', 'be', 'lose', 'badly', '.', 'this', 'be', 'unbelievable', '!']"
328,1.329298668403499e+18,"""Dominion-izing the Vote"" https://t.co/ZOFsgDXsuH",False,False,187491,48992,2020-11-19,"""Dominion-izing the Vote""","""Dominion-izing the Vote""","['""', 'dominion', '-', 'ize', 'the', 'vote', '""']"
330,1.329401626763944e+18,"...And with these numbers, by far the highest for a sitting President, there was no way the Dems could have won, except through what we are learning now - A Rigged Election! https://t.co/9coP3R44UQ",False,False,145524,34172,2020-11-19,"...And with these numbers, by far the highest for a sitting President, there was no way the Dems could have won, except through what we are learning now - A Rigged Election!","...And with these numbers, by far the highest for a sitting President, there was no way the Dems could have won, except through what we are learning now - A Rigged Election!","['...', 'and', 'with', 'these', 'number', ',', 'by', 'far', 'the', 'high', 'for', 'a', 'sit', 'president', ',', 'there', 'be', 'no', 'way', 'the', 'dems', 'could', 'have', 'win', ',', 'except', 'through', 'what', 'we', 'be', 'learn', 'now', '-', 'a', 'rigged', 'election', '!']"
333,1.333458950038106e+18,Trump legal team in Arizona and on @OANN now. Big “stuff”. Enjoy!,False,False,224550,35740,2020-11-30,Trump legal team in Arizona and on now. Big “stuff”. Enjoy!,Trump legal team in Arizona and on now. Big “stuff”. Enjoy!,"['trump', 'legal', 'team', 'in', 'arizona', 'and', 'on', 'now', '.', 'big', '""', 'stuff', '""', '.', 'enjoy', '!']"
334,1.3294207415536435e+18,"Thousands of uncounted votes discovered in Georgia counties. When the much more important signature match takes place, the State will flip Republican, and very quickly. Get it done! @BrianKempGA",False,False,249371,50603,2020-11-19,"Thousands of uncounted votes discovered in Georgia counties. When the much more important signature match takes place, the State will flip Republican, and very quickly. Get it done!","Thousands of uncounted votes discovered in Georgia counties. When the much more important signature match takes place, the State will flip Republican, and very quickly. Get it done!","['thousand', 'of', 'uncounted', 'vote', 'discover', 'in', 'georgia', 'county', '.', 'when', 'the', 'much', 'more', 'important', 'signature', 'match', 'take', 'place', ',', 'the', 'state', 'will', 'flip', 'republican', ',', 'and', 'very', 'quickly', '.', 'get', 'it', 'do', '!']"
338,1.3268774808342405e+18,"From 200,000 votes to less than 10,000 votes. If we can audit the total votes cast, we will easily win Arizona also! https://t.co/3eZHjdZL98",False,False,205599,45070,2020-11-12,"From 200,000 votes to less than 10,000 votes. If we can audit the total votes cast, we will easily win Arizona also!","From 200,000 votes to less than 10,000 votes. If we can audit the total votes cast, we will easily win Arizona also!","['from', '200,000', 'vote', 'to', 'less', 'than', '10,000', 'vote', '.', 'if', 'we', 'can', 'audit', 'the', 'total', 'vote', 'cast', ',', 'we', 'will', 'easily', 'win', 'arizona', 'also', '!']"
339,1.3334644537787064e+18,".@OANN  WOW, total election corruption in Arizona. Hearing on now! Why isn’t @FoxNews covering the Arizona hearings?",False,False,250145,54745,2020-11-30,". WOW, total election corruption in Arizona. Hearing on now! Why isn’t covering the Arizona hearings?",". WOW, total election corruption in Arizona. Hearing on now! Why isn’t covering the Arizona hearings?","['.', 'wow', ',', 'total', 'election', 'corruption', 'in', 'arizona', '.', 'hear', 'on', 'now', '!', 'why', 'be', 'not', 'cover', 'the', 'arizona', 'hearing', '?']"
342,1.326894138516775e+18,"Now 73,000,000 Votes! https://t.co/VSNfdzoFkK",False,False,236451,48391,2020-11-12,"Now 73,000,000 Votes!","Now 73,000,000 Votes!","['now', '73,000,000', 'vote', '!']"
344,1.3335562429844316e+18,"Why is he rushing to put a Democrat in office, especially when so many horrible things concerning voter fraud are being revealed at the hearing going on right now. @OANN What is going on with @dougducey? Republicans will long remember! https://t.co/XILGaHcyw7",False,False,93921,25675,2020-11-30,"Why is he rushing to put a Democrat in office, especially when so many horrible things concerning voter fraud are being revealed at the hearing going on right now. What is going on with ? Republicans will long remember!","Why is he rushing to put a Democrat in office, especially when so many horrible things concerning voter fraud are being revealed at the hearing going on right now. What is going on with ? Republicans will long remember!","['why', 'be', 'he', 'rush', 'to', 'put', 'a', 'democrat', 'in', 'office', ',', 'especially', 'when', 'so', 'many', 'horrible', 'thing', 'concern', 'voter', 'fraud', 'be', 'be', 'reveal', 'at', 'the', 'hearing', 'go', 'on', 'right', 'now', '.', 'what', 'be', 'go', 'on', 'with', '?', 'republicans', 'will', 'long', 'remember', '!']"
345,1.326906607154901e+18,Rigged Election! Thanks Ryan. https://t.co/1ObzekxH8e,False,False,170016,35748,2020-11-12,Rigged Election! Thanks Ryan.,Rigged Election! Thanks Ryan.,"['rigged', 'election', '!', 'thank', 'ryan', '.']"
347,1.330487246236029e+18,It’s all about the signatures on the envelopes. Why are the Democrats fighting so hard to hide them. We will find massive numbers of fraudulent ballots. The signatures won’t match. Fight hard Republicans. Don’t let them destroy the evidence! https://t.co/qN2jHGeWEN,False,False,155833,38419,2020-11-22,It’s all about the signatures on the envelopes. Why are the Democrats fighting so hard to hide them. We will find massive numbers of fraudulent ballots. The signatures won’t match. Fight hard Republicans. Don’t let them destroy the evidence!,It’s all about the signatures on the envelopes. Why are the Democrats fighting so hard to hide them. We will find massive numbers of fraudulent ballots. The signatures won’t match. Fight hard Republicans. Don’t let them destroy the evidence!,"['it', '’', 'all', 'about', 'the', 'signature', 'on', 'the', 'envelope', '.', 'why', 'be', 'the', 'democrats', 'fight', 'so', 'hard', 'to', 'hide', 'they', '.', 'we', 'will', 'find', 'massive', 'number', 'of', 'fraudulent', 'ballot', '.', 'the', 'signature', 'will', 'not', 'match', '.', 'fight', 'hard', 'republicans', '.', 'do', 'not', 'let', 'they', 'destroy', 'the', 'evidence', '!']"
351,1.333558147513e+18,...And there are many such articles. Rigged Election! https://t.co/P8scMauhcI,False,False,91750,22108,2020-11-30,...And there are many such articles. Rigged Election!,...And there are many such articles. Rigged Election!,"['...', 'and', 'there', 'be', 'many', 'such', 'article', '.', 'rig', 'election', '!']"
353,1.3335587731521618e+18,Arizona hearings on live right now on @OANN. Such total corruption. So sad for our country!,False,False,225635,39427,2020-11-30,Arizona hearings on live right now on . Such total corruption. So sad for our country!,Arizona hearings on live right now on . Such total corruption. So sad for our country!,"['arizona', 'hearing', 'on', 'live', 'right', 'now', 'on', '.', 'such', 'total', 'corruption', '.', 'so', 'sad', 'for', 'our', 'country', '!']"
356,1.3304996560030392e+18,"Just arrived at Virtual G20. Was here yesterday also (early), but some of the Fake News Media failed to report it accurately - as usual. My speech is available (they said I didn’t make a speech).",False,False,328214,66354,2020-11-22,"Just arrived at Virtual G20. Was here yesterday also (early), but some of the Fake News Media failed to report it accurately - as usual. My speech is available (they said I didn’t make a speech).","Just arrived at Virtual G20. Was here yesterday also (early), but some of the Fake News Media failed to report it accurately - as usual. My speech is available (they said I didn’t make a speech).","['just', 'arrive', 'at', 'virtual', 'g20', '.', 'be', 'here', 'yesterday', 'also', '(', 'early', ')', ',', 'but', 'some', 'of', 'the', 'fake', 'news', 'media', 'fail', 'to', 'report', 'it', 'accurately', '-', 'as', 'usual', '.', 'my', 'speech', 'be', 'available', '(', 'they', 'say', 'i', 'do', 'not', 'make', 'a', 'speech', ')', '.']"
357,1.330555645213483e+18,"Other than politics, how do you lose a case where large numbers of voters, far more than you need to flip Pennsylvania, are disenfranchised? Vote Observers thrown out of counting rooms. People going to vote finding out they have already voted through a fake ballot - go home!",False,False,271250,55418,2020-11-22,"Other than politics, how do you lose a case where large numbers of voters, far more than you need to flip Pennsylvania, are disenfranchised? Vote Observers thrown out of counting rooms. People going to vote finding out they have already voted through a fake ballot - go home!","Other than politics, how do you lose a case where large numbers of voters, far more than you need to flip Pennsylvania, are disenfranchised? Vote Observers thrown out of counting rooms. People going to vote finding out they have already voted through a fake ballot - go home!","['other', 'than', 'politic', ',', 'how', 'do', 'you', 'lose', 'a', 'case', 'where', 'large', 'number', 'of', 'voter', ',', 'far', 'more', 'than', 'you', 'need', 'to', 'flip', 'pennsylvania', ',', 'be', 'disenfranchised', '?', 'vote', 'observers', 'throw', 'out', 'of', 'count', 'room', '.', 'people', 'go', 'to', 'vote', 'find', 'out', 'they', 'have', 'already', 'vote', 'through', 'a', 'fake', 'ballot', '-', 'go', 'home', '!']"
358,1.3336102603811758e+18,Donald Trump Calls In to Arizona Voter Fraud Hearing: We‘re Fighting Back https://t.co/pzDS6YnwSf via @BreitbartNews. A very inspiring hearing. Such great support from both witnesses to election fraud and political leaders!,False,False,118000,23951,2020-12-01,Donald Trump Calls In to Arizona Voter Fraud Hearing: We‘re Fighting Back via . A very inspiring hearing. Such great support from both witnesses to election fraud and political leaders!,Donald Trump Calls In to Arizona Voter Fraud Hearing: We‘re Fighting Back via . A very inspiring hearing. Such great support from both witnesses to election fraud and political leaders!,"['donald', 'trump', 'call', 'in', 'to', 'arizona', 'voter', 'fraud', 'hearing', ':', 'we‘re', 'fight', 'back', 'via', '.', 'a', 'very', 'inspiring', 'hearing', '.', 'such', 'great', 'support', 'from', 'both', 'witness', 'to', 'election', 'fraud', 'and', 'political', 'leader', '!']"
360,1.3305565135896207e+18,"Report: Maryland Gov. Larry Hogan, Anti-Trump Hero, Paid for Flawed Coronavirus Tests from South Korea https://t.co/PHV7euutVb via @BreitbartNews. This RINO will never make the grade. Hogan is just as bad as the flawed tests he paid big money for!",False,False,137740,38156,2020-11-22,"Report: Maryland Gov. Larry Hogan, Anti-Trump Hero, Paid for Flawed Coronavirus Tests from South Korea via . This RINO will never make the grade. Hogan is just as bad as the flawed tests he paid big money for!","Report: Maryland Gov. Larry Hogan, Anti-Trump Hero, Paid for Flawed Coronavirus Tests from South Korea via . This RINO will never make the grade. Hogan is just as bad as the flawed tests he paid big money for!","['report', ':', 'maryland', 'gov.', 'larry', 'hogan', ',', 'anti', '-', 'trump', 'hero', ',', 'pay', 'for', 'flawed', 'coronavirus', 'tests', 'from', 'south', 'korea', 'via', '.', 'this', 'rino', 'will', 'never', 'make', 'the', 'grade', '.', 'hogan', 'be', 'just', 'as', 'bad', 'as', 'the', 'flawed', 'test', 'he', 'pay', 'big', 'money', 'for', '!']"
364,1.3336151519043953e+18,Not statistically possible. Rigged Election! https://t.co/Yw8roUTJhy,False,False,112396,24229,2020-12-01,Not statistically possible. Rigged Election!,Not statistically possible. Rigged Election!,"['not', 'statistically', 'possible', '.', 'rig', 'election', '!']"
366,1.3307322890185032e+18,"In certain swing states, there were more votes than people who voted, and in big numbers. Does that not really matter? Stopping Poll Watchers, voting for unsuspecting people, fake ballots and so much more. Such egregious conduct. We will win!",False,False,380670,72946,2020-11-23,"In certain swing states, there were more votes than people who voted, and in big numbers. Does that not really matter? Stopping Poll Watchers, voting for unsuspecting people, fake ballots and so much more. Such egregious conduct. We will win!","In certain swing states, there were more votes than people who voted, and in big numbers. Does that not really matter? Stopping Poll Watchers, voting for unsuspecting people, fake ballots and so much more. Such egregious conduct. We will win!","['in', 'certain', 'swing', 'state', ',', 'there', 'be', 'more', 'vote', 'than', 'people', 'who', 'vote', ',', 'and', 'in', 'big', 'number', '.', 'do', 'that', 'not', 'really', 'matter', '?', 'stop', 'poll', 'watchers', ',', 'vote', 'for', 'unsuspecting', 'people', ',', 'fake', 'ballot', 'and', 'so', 'much', 'more', '.', 'such', 'egregious', 'conduct', '.', 'we', 'will', 'win', '!']"
368,1.3307371417946767e+18,"Data: Trump‘s Anti-Globalism, Pro-Police Message Wins Over Hispanics https://t.co/syiQ2cwuwU via @BreitbartNews Great, but we also won the election!",False,False,173989,35731,2020-11-23,"Data: Trump‘s Anti-Globalism, Pro-Police Message Wins Over Hispanics via Great, but we also won the election!","Data: Trump‘s Anti-Globalism, Pro-Police Message Wins Over Hispanics via Great, but we also won the election!","['datum', ':', 'trump‘', 'anti', '-', 'globalism', ',', 'pro', '-', 'police', 'message', 'win', 'over', 'hispanics', 'via', 'great', ',', 'but', 'we', 'also', 'win', 'the', 'election', '!']"
369,1.331013908971262e+18,"...fight, and I believe we will prevail! Nevertheless, in the best interest of our Country, I am recommending that Emily and her team do what needs to be done with regard to initial protocols, and have told my team to do the same.",False,False,239911,35172,2020-11-23,"...fight, and I believe we will prevail! Nevertheless, in the best interest of our Country, I am recommending that Emily and her team do what needs to be done with regard to initial protocols, and have told my team to do the same.","...fight, and I believe we will prevail! Nevertheless, in the best interest of our Country, I am recommending that Emily and her team do what needs to be done with regard to initial protocols, and have told my team to do the same.","['...', 'fight', ',', 'and', 'i', 'believe', 'we', 'will', 'prevail', '!', 'nevertheless', ',', 'in', 'the', 'good', 'interest', 'of', 'our', 'country', ',', 'i', 'be', 'recommend', 'that', 'emily', 'and', 'her', 'team', 'do', 'what', 'need', 'to', 'be', 'do', 'with', 'regard', 'to', 'initial', 'protocol', ',', 'and', 'have', 'tell', 'my', 'team', 'to', 'do', 'the', 'same', '.']"
372,1.331086969183621e+18,What does GSA being allowed to preliminarily work with the Dems have to do with continuing to pursue our various cases on what will go down as the most corrupt election in American political history? We are moving full speed ahead. Will never concede to fake ballots & “Dominion”.,False,False,344794,75668,2020-11-24,What does GSA being allowed to preliminarily work with the Dems have to do with continuing to pursue our various cases on what will go down as the most corrupt election in American political history? We are moving full speed ahead. Will never concede to fake ballots & “Dominion”.,What does GSA being allowed to preliminarily work with the Dems have to do with continuing to pursue our various cases on what will go down as the most corrupt election in American political history? We are moving full speed ahead. Will never concede to fake ballots & “Dominion”.,"['what', 'do', 'gsa', 'be', 'allow', 'to', 'preliminarily', 'work', 'with', 'the', 'dems', 'have', 'to', 'do', 'with', 'continue', 'to', 'pursue', 'our', 'various', 'case', 'on', 'what', 'will', 'go', 'down', 'as', 'the', 'most', 'corrupt', 'election', 'in', 'american', 'political', 'history', '?', 'we', 'be', 'move', 'full', 'speed', 'ahead', '.', 'will', 'never', 'concede', 'to', 'fake', 'ballot', '&', '""', 'dominion', '""', '.']"
373,1.326920264203047e+18,".@FoxNews daytime ratings have completely collapsed. Weekend daytime even WORSE. Very sad to watch this happen, but they forgot what made them successful, what got them there. They forgot the Golden Goose. The biggest difference between the 2016 Election, and 2020, was @FoxNews!",False,False,347858,66874,2020-11-12,". daytime ratings have completely collapsed. Weekend daytime even WORSE. Very sad to watch this happen, but they forgot what made them successful, what got them there. They forgot the Golden Goose. The biggest difference between the 2016 Election, and 2020, was !",". daytime ratings have completely collapsed. Weekend daytime even WORSE. Very sad to watch this happen, but they forgot what made them successful, what got them there. They forgot the Golden Goose. The biggest difference between the 2016 Election, and 2020, was !","['.', 'daytime', 'rating', 'have', 'completely', 'collapse', '.', 'weekend', 'daytime', 'even', 'worse', '.', 'very', 'sad', 'to', 'watch', 'this', 'happen', ',', 'but', 'they', 'forget', 'what', 'make', 'they', 'successful', ',', 'what', 'get', 'they', 'there', '.', 'they', 'forget', 'the', 'golden', 'goose', '.', 'the', 'big', 'difference', 'between', 'the', '2016', 'election', ',', 'and', '2020', ',', 'be', '!']"
